ACCIDENT_INDEX,ACCIDENT_SEVERITY,SPEED_LIMIT,DAY_OF_WEEK
201697BE70110,Slight,60,Wednesday
201697BE70202,Slight,30,Tuesday
201697BE70205,Serious,30,Tuesday
201697BE70305,Slight,30,Tuesday
201697BE70405,Fatal,60,Sunday
201697GA00104,Slight,30,Friday
201697GA00107,Slight,70,Sunday
201697GA00208,Slight,50,Monday
201697GA00212,Slight,30,Thursday
201697GA00305,Slight,30,Monday
201697GA00306,Slight,30,Monday
201697GA00307,Slight,30,Monday
201697GA00403,Slight,30,Tuesday
201697GA00408,Slight,30,Tuesday
201697GA00410,Slight,30,Monday
201697GA00411,Slight,30,Thursday
201697GA00505,Slight,30,Wednesday
201697GA00509,Slight,30,Monday
201697GA00511,Slight,30,Thursday
201697GA00605,Serious,30,Friday
201697GA00607,Slight,50,Monday
201697GA00611,Slight,30,Saturday
201697GA00802,Slight,30,Friday
201697GA00803,Slight,30,Friday
201697GA00804,Serious,30,Tuesday
201697GA00810,Slight,30,Wednesday
201697GA00811,Slight,30,Monday
201697GA00901,Slight,30,Friday
201697GA00902,Slight,30,Friday
201697GA00903,Slight,30,Friday
201697GA01010,Slight,30,Friday
201697GA01012,Serious,30,Tuesday
201697GA01110,Slight,30,Saturday
201697GA01111,Slight,30,Wednesday
201697GA01203,Serious,30,Sunday
201697GA01204,Slight,30,Thursday
201697GA01208,Slight,30,Saturday
201697GA01305,Slight,50,Wednesday
201697GA01307,Slight,30,Thursday
201697GA01311,Slight,30,Monday
201697GA01406,Slight,30,Tuesday
201697GA01502,Slight,30,Tuesday
201697GA01509,Slight,30,Friday
201697GA01510,Slight,30,Friday
201697GA01603,Slight,30,Tuesday
201697GA01607,Slight,30,Friday
201697GA01612,Slight,30,Thursday
201697GA01702,Slight,30,Wednesday
201697GA01705,Slight,30,Thursday
201697GA01707,Slight,30,Friday
201697GA01804,Slight,30,Monday
201697GA01808,Slight,30,Wednesday
201697GA01906,Slight,30,Friday
201697GA01909,Slight,30,Tuesday
201697GA02007,Slight,30,Tuesday
201697GA02010,Serious,30,Sunday
201697GA02011,Slight,30,Friday
201697GA02012,Slight,30,Thursday
201697GA02102,Slight,30,Tuesday
201697GA02105,Slight,30,Saturday
201697GA02108,Slight,30,Friday
201697GA02110,Slight,30,Tuesday
201697GA02201,Slight,30,Sunday
201697GA02204,Slight,30,Wednesday
201697GA02302,Slight,70,Thursday
201697GA02305,Serious,30,Monday
201697GA02310,Slight,30,Wednesday
201697GA02412,Serious,30,Thursday
201697GA02501,Slight,30,Tuesday
201697GA02511,Slight,30,Wednesday
201697GA02512,Slight,30,Tuesday
201697GA02601,Slight,30,Tuesday
201697GA02605,Slight,30,Monday
201697GA02606,Slight,30,Monday
201697GA02607,Slight,30,Tuesday
201697GA02610,Slight,30,Saturday
201697GA02611,Slight,30,Wednesday
201697GA02612,Slight,30,Tuesday
201697GA02711,Slight,30,Friday
201697GA02712,Slight,30,Tuesday
201697GA02803,Slight,30,Saturday
201697GA02810,Serious,30,Thursday
201697GA02812,Slight,30,Saturday
201697GA02902,Slight,30,Sunday
201697GA02904,Serious,30,Sunday
201697GA02905,Slight,30,Wednesday
201697GA02906,Slight,30,Monday
201697GA02909,Slight,30,Monday
201697GA02912,Slight,30,Wednesday
201697GA03002,Slight,30,Tuesday
201697GA03101,Slight,30,Friday
201697GA03104,Slight,70,Friday
201697GA03208,Slight,30,Friday
201697GA03302,Slight,30,Tuesday
201697GA03304,Slight,30,Tuesday
201697GA03305,Slight,30,Thursday
201697GA03311,Slight,30,Monday
201697GA03404,Slight,30,Tuesday
201697GA03407,Slight,30,Wednesday
201697GA03409,Slight,30,Friday
201697GA03411,Slight,30,Saturday
201697GA03502,Slight,30,Tuesday
201697GA03503,Slight,70,Tuesday
201697GA03511,Slight,30,Monday
201697GA03607,Slight,30,Tuesday
201697GA03608,Slight,30,Tuesday
201697GA03706,Slight,30,Monday
201697GA03804,Serious,70,Thursday
201697GA03902,Slight,30,Friday
201697GA03904,Slight,50,Thursday
201697GA03907,Slight,30,Saturday
201697GA03910,Slight,30,Friday
201697GA04002,Slight,30,Friday
201697GA04005,Slight,30,Thursday
201697GA04007,Slight,30,Sunday
201697GA04106,Slight,30,Thursday
201697GA04204,Slight,30,Saturday
201697GA04206,Slight,30,Wednesday
201697GA04211,Slight,30,Tuesday
201697GA04303,Slight,30,Monday
201697GA04305,Slight,50,Monday
201697GA04308,Slight,30,Wednesday
201697GA04311,Slight,30,Friday
201697GA04405,Slight,30,Wednesday
201697GA04407,Slight,30,Monday
201697GA04509,Slight,30,Thursday
201697GA04511,Slight,30,Sunday
201697GA04512,Slight,30,Tuesday
201697GA04602,Serious,30,Tuesday
201697GA04605,Slight,30,Wednesday
201697GA04611,Slight,30,Friday
201697GA04702,Slight,30,Tuesday
201697GA04708,Slight,30,Tuesday
201697GA04712,Slight,30,Thursday
201697GA04803,Slight,30,Thursday
201697GA04904,Slight,30,Monday
201697GA04905,Slight,30,Friday
201697GA04908,Slight,30,Sunday
201697GA05001,Serious,30,Saturday
201697GA05003,Slight,30,Thursday
201697GA05005,Slight,30,Friday
201697GA05303,Slight,30,Friday
201697GA05511,Slight,30,Wednesday
201697GA05604,Serious,30,Sunday
201697GA05605,Slight,30,Thursday
201697GA05611,Slight,30,Wednesday
201697GA05711,Slight,40,Wednesday
201697GA05805,Slight,30,Friday
201697GA06111,Slight,70,Wednesday
201697GA06502,Slight,30,Friday
201697GA22304,Slight,30,Monday
201697GA70101,Serious,30,Friday
201697GA70102,Slight,30,Monday
201697GA70104,Slight,30,Monday
201697GA70107,Slight,70,Monday
201697GA70109,Slight,50,Wednesday
201697GA70110,Serious,30,Wednesday
201697GA70112,Slight,70,Thursday
201697GA70203,Slight,50,Sunday
201697GA70205,Slight,50,Friday
201697GA70206,Slight,40,Sunday
201697GA70208,Slight,30,Wednesday
201697GA70210,Slight,50,Sunday
201697GA70211,Slight,30,Wednesday
201697GA70212,Slight,30,Wednesday
201697GA70301,Slight,30,Friday
201697GA70302,Slight,50,Friday
201697GA70306,Slight,50,Saturday
201697GA70307,Slight,50,Tuesday
201697GA70309,Slight,50,Thursday
201697GA70310,Serious,30,Sunday
201697GA70311,Slight,30,Friday
201697GA70312,Slight,70,Friday
201697GA70402,Slight,30,Tuesday
201697GA70404,Serious,30,Saturday
201697GA70405,Slight,70,Wednesday
201697GA70408,Slight,70,Saturday
201697GA70409,Slight,30,Friday
201697GA70412,Slight,30,Saturday
201697GA70503,Fatal,30,Saturday
201697GA70504,Slight,30,Saturday
201697GA70505,Slight,50,Friday
201697GA70507,Slight,30,Monday
201697GA70509,Serious,50,Thursday
201697GA70510,Serious,50,Friday
201697GA70512,Slight,50,Tuesday
201697GA70603,Serious,50,Saturday
201697GA70604,Slight,50,Monday
201697GA70611,Slight,50,Wednesday
201697GA70702,Slight,30,Monday
201697GA70704,Slight,30,Sunday
201697GA70707,Slight,50,Monday
201697GA70712,Slight,30,Thursday
201697GA71012,Slight,50,Thursday
201697GA71212,Slight,70,Thursday
201697GA71312,Slight,50,Tuesday
201697GB20106,Slight,30,Wednesday
201697GB20202,Slight,30,Monday
201697GB20206,Slight,40,Monday
201697GB20209,Slight,30,Friday
201697GB20301,Slight,30,Saturday
201697GB20304,Slight,30,Sunday
201697GB20306,Slight,40,Wednesday
201697GB20402,Slight,30,Friday
201697GB20406,Slight,30,Friday
201697GB20502,Slight,30,Friday
201697GB20506,Slight,30,Saturday
201697GB20510,Slight,30,Tuesday
201697GB20608,Slight,30,Tuesday
201697GB20609,Slight,30,Monday
201697GB20808,Slight,30,Tuesday
201697GB20905,Slight,30,Saturday
201697GB21010,Slight,30,Saturday
201697GB21105,Slight,30,Monday
201697GB21107,Slight,30,Wednesday
201697GB21206,Slight,30,Thursday
201697GB21305,Slight,30,Friday
201697GB21310,Slight,30,Wednesday
201697GB21401,Slight,30,Thursday
201697GB21408,Slight,30,Saturday
201697GB21602,Serious,30,Friday
201697GB21610,Slight,40,Tuesday
201697GB21704,Slight,30,Wednesday
201697GB21705,Slight,30,Sunday
201697GB21707,Slight,30,Sunday
201697GB21709,Slight,30,Thursday
201697GB21810,Slight,30,Tuesday
201697GB21903,Slight,40,Tuesday
201697GB21905,Slight,40,Sunday
201697GB21906,Slight,30,Wednesday
201697GB21910,Slight,40,Wednesday
201697GB22002,Slight,30,Tuesday
201697GB22005,Slight,30,Sunday
201697GB22009,Slight,40,Thursday
201697GB22105,Slight,30,Monday
201697GB22205,Slight,30,Monday
201697GB22209,Slight,30,Monday
201697GB22402,Slight,40,Wednesday
201697GB22408,Slight,30,Wednesday
201697GB22501,Slight,30,Saturday
201697GB22502,Serious,30,Wednesday
201697GB22602,Slight,30,Thursday
201697GB22603,Slight,30,Thursday
201697GB22701,Slight,30,Thursday
201697GB22802,Slight,40,Saturday
201697GB22804,Slight,30,Saturday
201697GB22805,Slight,30,Tuesday
201697GB22807,Serious,30,Wednesday
201697GB22908,Serious,30,Monday
201697GB23003,Slight,30,Saturday
201697GB23101,Slight,30,Wednesday
201697GB23108,Slight,30,Saturday
201697GB23201,Slight,30,Saturday
201697GB23203,Slight,30,Sunday
201697GB23303,Slight,30,Saturday
201697GB23401,Slight,30,Saturday
201697GB23503,Serious,30,Wednesday
201697GB23603,Slight,20,Thursday
201697GB23801,Slight,30,Friday
201697GB23903,Slight,30,Monday
201697GB24308,Slight,30,Sunday
201697GB70102,Slight,40,Sunday
201697GB70105,Slight,50,Tuesday
201697GB70110,Slight,30,Tuesday
201697GB70201,Serious,30,Sunday
201697GB70301,Serious,30,Thursday
201697GC01010,Slight,60,Monday
201697GC01511,Slight,30,Wednesday
201697GD00108,Slight,30,Wednesday
201697GD00111,Slight,30,Thursday
201697GD00203,Serious,30,Tuesday
201697GD00211,Slight,20,Thursday
201697GD00301,Serious,30,Tuesday
201697GD00303,Slight,30,Thursday
201697GD00305,Serious,30,Tuesday
201697GD00402,Slight,30,Tuesday
201697GD00405,Slight,30,Wednesday
201697GD00412,Slight,30,Friday
201697GD00503,Slight,30,Friday
201697GD00509,Slight,30,Monday
201697GD00510,Slight,30,Monday
201697GD00511,Slight,30,Friday
201697GD00610,Slight,20,Tuesday
201697GD00707,Serious,30,Tuesday
201697GD00711,Slight,30,Sunday
201697GD00804,Slight,30,Wednesday
201697GD00810,Slight,30,Tuesday
201697GD00812,Slight,30,Monday
201697GD00903,Slight,30,Saturday
201697GD00904,Slight,30,Thursday
201697GD01003,Slight,30,Saturday
201697GD01006,Slight,30,Wednesday
201697GD01103,Slight,30,Sunday
201697GD01202,Slight,30,Friday
201697GD01207,Slight,30,Sunday
201697GD01209,Slight,30,Tuesday
201697GD01211,Slight,30,Friday
201697GD01302,Slight,30,Friday
201697GD01311,Slight,30,Saturday
201697GD01402,Slight,30,Friday
201697GD01405,Slight,30,Wednesday
201697GD01407,Slight,30,Wednesday
201697GD01409,Slight,30,Monday
201697GD01503,Slight,30,Sunday
201697GD01504,Slight,30,Sunday
201697GD01505,Slight,30,Thursday
201697GD01506,Slight,30,Thursday
201697GD01509,Slight,30,Tuesday
201697GD01512,Slight,30,Sunday
201697GD01605,Slight,30,Tuesday
201697GD01607,Slight,30,Tuesday
201697GD01608,Serious,30,Friday
201697GD01610,Slight,30,Thursday
201697GD01612,Slight,30,Monday
201697GD01712,Slight,30,Tuesday
201697GD01806,Serious,30,Friday
201697GD01812,Slight,30,Tuesday
201697GD01902,Slight,30,Tuesday
201697GD01906,Slight,30,Saturday
201697GD01912,Serious,30,Wednesday
201697GD02002,Slight,30,Monday
201697GD02004,Slight,30,Tuesday
201697GD02006,Slight,30,Friday
201697GD02008,Slight,30,Monday
201697GD02105,Serious,30,Monday
201697GD02109,Serious,30,Thursday
201697GD02112,Slight,30,Thursday
201697GD02202,Slight,30,Tuesday
201697GD02209,Slight,30,Friday
201697GD02303,Slight,30,Tuesday
201697GD02312,Slight,30,Friday
201697GD02403,Serious,30,Thursday
201697GD02404,Slight,20,Friday
201697GD02408,Slight,30,Monday
201697GD02409,Slight,30,Friday
201697GD02411,Slight,30,Monday
201697GD02504,Slight,70,Sunday
201697GD02506,Slight,30,Tuesday
201697GD02508,Slight,30,Tuesday
201697GD02512,Serious,30,Tuesday
201697GD02604,Slight,30,Sunday
201697GD02605,Slight,30,Wednesday
201697GD02611,Slight,30,Tuesday
201697GD02704,Slight,30,Monday
201697GD02707,Slight,30,Saturday
201697GD02712,Slight,30,Wednesday
201697GD02810,Slight,30,Friday
201697GD02811,Slight,30,Tuesday
201697GD02812,Slight,30,Friday
201697GD02905,Slight,30,Thursday
201697GD02906,Slight,30,Wednesday
201697GD02910,Slight,30,Thursday
201697GD03009,Slight,30,Tuesday
201697GD03010,Slight,30,Saturday
201697GD03011,Serious,30,Wednesday
201697GD03012,Slight,30,Monday
201697GD03109,Slight,30,Wednesday
201697GD03111,Slight,30,Wednesday
201697GD03112,Slight,30,Friday
201697GD03202,Slight,30,Monday
201697GD03205,Slight,30,Friday
201697GD03206,Slight,30,Friday
201697GD03301,Slight,50,Sunday
201697GD03303,Slight,20,Saturday
201697GD03409,Slight,30,Thursday
201697GD03501,Slight,30,Monday
201697GD03502,Slight,30,Tuesday
201697GD03504,Slight,30,Thursday
201697GD03511,Slight,30,Friday
201697GD03512,Slight,30,Saturday
201697GD03601,Slight,30,Tuesday
201697GD03604,Serious,30,Wednesday
201697GD03609,Slight,30,Monday
201697GD03703,Slight,30,Tuesday
201697GD03704,Serious,30,Friday
201697GD03705,Slight,30,Saturday
201697GD03802,Slight,30,Wednesday
201697GD03803,Slight,30,Tuesday
201697GD03907,Slight,30,Thursday
201697GD03908,Slight,30,Thursday
201697GD03911,Serious,30,Saturday
201697GD03912,Slight,30,Saturday
201697GD04002,Slight,60,Tuesday
201697GD04003,Slight,30,Tuesday
201697GD04011,Slight,30,Sunday
201697GD04101,Slight,30,Friday
201697GD04108,Slight,30,Thursday
201697GD04201,Slight,30,Friday
201697GD04209,Slight,30,Thursday
201697GD04211,Slight,30,Friday
201697GD04301,Slight,30,Friday
201697GD04311,Slight,30,Tuesday
201697GD04404,Slight,20,Thursday
201697GD04406,Slight,30,Saturday
201697GD04411,Slight,30,Tuesday
201697GD04503,Slight,30,Thursday
201697GD04511,Slight,30,Tuesday
201697GD04705,Slight,30,Monday
201697GD04710,Slight,30,Thursday
201697GD04805,Slight,30,Tuesday
201697GD04811,Slight,30,Thursday
201697GD04909,Slight,20,Thursday
201697GD05001,Serious,30,Wednesday
201697GD05002,Slight,30,Monday
201697GD05101,Slight,30,Wednesday
201697GD05202,Slight,50,Monday
201697GD05206,Slight,30,Saturday
201697GD05303,Slight,30,Sunday
201697GD05306,Slight,30,Thursday
201697GD05310,Slight,30,Tuesday
201697GD05405,Slight,30,Friday
201697GD05409,Slight,30,Friday
201697GD05504,Serious,30,Wednesday
201697GD05505,Slight,30,Saturday
201697GD05510,Slight,30,Tuesday
201697GD05702,Slight,30,Tuesday
201697GD05704,Slight,30,Sunday
201697GD05706,Slight,30,Monday
201697GD05710,Slight,30,Wednesday
201697GD05903,Slight,30,Wednesday
201697GD05908,Slight,30,Friday
201697GD06003,Slight,30,Wednesday
201697GD06005,Slight,30,Tuesday
201697GD06103,Slight,30,Thursday
201697GD06203,Slight,30,Thursday
201697GD06310,Slight,30,Thursday
201697GD06408,Slight,30,Sunday
201697GD06501,Slight,60,Sunday
201697GD06505,Slight,30,Tuesday
201697GD06603,Slight,30,Sunday
201697GD06703,Slight,30,Monday
201697GD06706,Slight,30,Saturday
201697GD06801,Slight,30,Monday
201697GD06907,Serious,30,Sunday
201697GD06908,Slight,30,Monday
201697GD07002,Slight,30,Monday
201697GD07003,Slight,30,Tuesday
201697GD07103,Slight,30,Wednesday
201697GD07408,Slight,30,Tuesday
201697GD07503,Slight,30,Sunday
201697GD07608,Slight,30,Tuesday
201697GD07703,Slight,30,Friday
201697GD70101,Slight,30,Wednesday
201697GD70102,Slight,30,Friday
201697GD70104,Slight,30,Wednesday
201697GD70105,Slight,30,Wednesday
201697GD70106,Serious,30,Sunday
201697GD70108,Fatal,30,Thursday
201697GD70110,Slight,30,Friday
201697GD70202,Slight,30,Sunday
201697GD70204,Slight,50,Thursday
201697GD70209,Slight,30,Wednesday
201697GD70302,Slight,30,Wednesday
201697GD70304,Serious,50,Sunday
201697GD70307,Slight,30,Saturday
201697GD70308,Slight,30,Friday
201697GD70405,Slight,50,Wednesday
201697GF00211,Slight,30,Friday
201697GF00511,Serious,30,Tuesday
201697GF00711,Serious,30,Thursday
201697GF01012,Slight,30,Friday
201697GF01412,Slight,30,Sunday
201697GF01511,Slight,30,Thursday
201697GF01512,Slight,30,Sunday
201697GF01911,Slight,30,Saturday
201697GF02112,Slight,30,Monday
201697GF02309,Slight,30,Thursday
201697GF02310,Slight,30,Friday
201697GF02312,Slight,30,Friday
201697GF02811,Slight,30,Sunday
201697GF02912,Slight,40,Saturday
201697GF03112,Slight,30,Friday
201697GF03211,Serious,30,Wednesday
201697GF03311,Slight,30,Friday
201697GF03611,Slight,30,Monday
201697GF70112,Slight,70,Friday
201697GF70211,Serious,30,Tuesday
201697GF70212,Slight,30,Wednesday
201697GK00111,Slight,30,Tuesday
201697GK00312,Slight,30,Saturday
201697GK00412,Slight,30,Monday
201697GK00511,Serious,30,Thursday
201697GK00512,Slight,30,Wednesday
201697GK00711,Slight,30,Friday
201697GK00712,Slight,30,Tuesday
201697GK00811,Slight,30,Thursday
201697GK01111,Slight,30,Saturday
201697GK01112,Slight,30,Saturday
201697GK01211,Slight,30,Thursday
201697GK01212,Serious,30,Tuesday
201697GK01711,Slight,30,Thursday
201697GK01712,Slight,30,Tuesday
201697GK02211,Slight,30,Sunday
201697GK02509,Slight,30,Monday
201697GK02511,Slight,30,Sunday
201697GK02612,Slight,30,Wednesday
201697GK02811,Slight,30,Monday
201697GK02812,Slight,30,Saturday
201697GK02911,Slight,70,Saturday
201697GK03011,Slight,30,Tuesday
201697GK03012,Slight,30,Friday
201697GK03112,Slight,30,Friday
201697GK03212,Slight,30,Thursday
201697GK03312,Slight,40,Thursday
201697GK03611,Serious,20,Saturday
201697GK03711,Slight,30,Sunday
201697GK03712,Slight,30,Tuesday
201697GK03910,Slight,30,Monday
201697GK03912,Slight,30,Saturday
201697GK04111,Slight,70,Monday
201697GK04112,Slight,30,Monday
201697GK04311,Slight,30,Wednesday
201697GK04412,Slight,50,Friday
201697GK04512,Slight,30,Tuesday
201697GK04610,Slight,30,Saturday
201697GK04711,Slight,30,Thursday
201697GK04712,Serious,30,Wednesday
201697GK04811,Slight,30,Thursday
201697GK04911,Slight,30,Friday
201697GK05011,Slight,30,Monday
201697GK05411,Slight,30,Monday
201697GK05412,Slight,30,Friday
201697GK05611,Slight,30,Sunday
201697GK05911,Slight,30,Thursday
201697GK06111,Slight,30,Tuesday
201697GK06211,Slight,30,Tuesday
201697GK06411,Slight,30,Tuesday
201697GK06611,Slight,30,Sunday
201697GK07111,Slight,30,Monday
201697GK07611,Slight,30,Wednesday
201697GK70111,Slight,30,Tuesday
201697GK70112,Slight,50,Monday
201697GK70212,Slight,30,Thursday
201697GK70312,Slight,50,Thursday
201697GK70512,Serious,30,Thursday
201697GK70712,Slight,50,Saturday
201697GK70812,Slight,30,Tuesday
201697GP00112,Slight,30,Wednesday
201697GP00211,Slight,20,Wednesday
201697GP00411,Slight,30,Sunday
201697GP00412,Slight,30,Monday
201697GP00512,Slight,30,Wednesday
201697GP00611,Slight,30,Tuesday
201697GP00612,Slight,30,Wednesday
201697GP00711,Slight,30,Tuesday
201697GP00912,Slight,20,Friday
201697GP01009,Slight,30,Friday
201697GP01012,Serious,20,Saturday
201697GP01212,Serious,30,Monday
201697GP01610,Slight,50,Thursday
201697GP01611,Slight,30,Monday
201697GP01612,Slight,20,Friday
201697GP01710,Slight,30,Friday
201697GP02012,Slight,30,Saturday
201697GP02411,Slight,20,Monday
201697GP02412,Slight,20,Tuesday
201697GP02511,Slight,20,Tuesday
201697GP02811,Slight,30,Saturday
201697GP03011,Slight,20,Thursday
201697GP03411,Slight,20,Saturday
201697GP03511,Slight,20,Saturday
201697GP03711,Slight,30,Friday
201697GP03811,Serious,20,Saturday
201697GP04209,Slight,30,Thursday
201697GP04410,Slight,30,Tuesday
201697GP04412,Slight,20,Saturday
201697GP04512,Serious,20,Saturday
201697GP70111,Slight,50,Wednesday
201697GP70112,Slight,30,Friday
201697GP70212,Slight,50,Wednesday
201697GP70412,Slight,70,Friday
201697GP71110,Slight,30,Friday
201697GU00111,Slight,30,Tuesday
201697GU00112,Slight,50,Thursday
201697GU00211,Slight,30,Wednesday
201697GU00512,Slight,30,Saturday
201697GU00609,Slight,30,Tuesday
201697GU00612,Slight,30,Sunday
201697GU00712,Slight,50,Saturday
201697GU01112,Slight,30,Tuesday
201697GU01412,Slight,30,Tuesday
201697GU01512,Slight,30,Wednesday
201697GU01611,Slight,30,Wednesday
201697GU01712,Slight,30,Wednesday
201697GU02012,Slight,40,Friday
201697GU02211,Slight,30,Sunday
201697GU02212,Slight,30,Saturday
201697GU02311,Slight,40,Sunday
201697GU02412,Slight,30,Sunday
201697GU02612,Slight,30,Tuesday
201697GU02812,Slight,30,Tuesday
201697GU02912,Slight,30,Friday
201697GU03011,Slight,30,Friday
201697GU03111,Slight,30,Thursday
201697GU03511,Slight,30,Saturday
201697GU03612,Slight,30,Thursday
201697GU03711,Slight,30,Tuesday
201697GU03911,Slight,30,Friday
201697GU04012,Slight,50,Wednesday
201697GU04212,Slight,30,Monday
201697GU04311,Slight,30,Friday
201697GU04312,Slight,30,Monday
201697GU04411,Slight,30,Thursday
201697GU05110,Serious,30,Tuesday
201697GU05212,Slight,30,Wednesday
201697GU05412,Slight,30,Thursday
201697GU05612,Slight,30,Tuesday
201697GU05711,Slight,30,Friday
201697GU05712,Slight,50,Saturday
201697GU06211,Slight,20,Friday
201697GU06212,Slight,30,Saturday
201697GU06311,Serious,30,Thursday
201697GU06511,Slight,30,Friday
201697GU06811,Serious,30,Saturday
201697GU07211,Slight,30,Monday
201697GU07411,Serious,30,Wednesday
201697GU07611,Slight,40,Wednesday
201697GU08911,Slight,30,Monday
201697GU09211,Slight,30,Tuesday
201697GU09811,Slight,30,Monday
201697GU11211,Slight,30,Thursday
201697GU70111,Slight,30,Thursday
201697GU70112,Slight,30,Sunday
201697KB70308,Serious,30,Monday
201697KC01504,Slight,30,Tuesday
201697NA70206,Slight,70,Friday
201697QD00801,Slight,30,Monday
201697QD00907,Slight,30,Thursday
201797GA00101,Slight,30,Monday
201797GA00102,Slight,70,Wednesday
201797GA00105,Slight,30,Tuesday
201797GA00106,Slight,30,Tuesday
201797GA00107,Slight,30,Saturday
201797GA00109,Slight,30,Monday
201797GA00201,Slight,30,Friday
201797GA00203,Slight,30,Friday
201797GA00204,Slight,30,Monday
201797GA00210,Slight,40,Monday
201797GA00302,Slight,30,Friday
201797GA00306,Slight,30,Wednesday
201797GA00308,Slight,30,Tuesday
201797GA00309,Slight,30,Monday
201797GA00311,Slight,30,Thursday
201797GA00402,Slight,70,Thursday
201797GA00404,Slight,30,Thursday
201797GA00405,Slight,30,Sunday
201797GA00409,Serious,30,Tuesday
201797GA00410,Slight,30,Thursday
201797GA00502,Serious,60,Monday
201797GA00504,Slight,30,Friday
201797GA00506,Slight,30,Thursday
201797GA00508,Slight,30,Saturday
201797GA00509,Serious,30,Wednesday
201797GA00510,Slight,30,Friday
201797GA00511,Slight,30,Friday
201797GA00512,Slight,30,Saturday
201797GA00603,Slight,30,Thursday
201797GA00605,Slight,60,Tuesday
201797GA00606,Slight,30,Friday
201797GA00607,Slight,30,Tuesday
201797GA00610,Slight,30,Friday
201797GA00701,Slight,30,Tuesday
201797GA00702,Slight,30,Monday
201797GA00703,Slight,30,Thursday
201797GA00705,Serious,30,Wednesday
201797GA00706,Slight,30,Monday
201797GA00708,Slight,30,Sunday
201797GA00711,Serious,30,Saturday
201797GA00712,Slight,30,Tuesday
201797GA00801,Serious,30,Wednesday
201797GA00802,Slight,30,Tuesday
201797GA00804,Slight,60,Thursday
201797GA00805,Slight,40,Sunday
201797GA00806,Slight,30,Monday
201797GA00808,Slight,30,Sunday
201797GA00810,Slight,30,Wednesday
201797GA00812,Slight,30,Wednesday
201797GA00905,Slight,30,Tuesday
201797GA00907,Slight,30,Friday
201797GA00908,Slight,30,Wednesday
201797GA00912,Slight,30,Friday
201797GA01001,Slight,30,Thursday
201797GA01005,Serious,30,Friday
201797GA01007,Serious,30,Thursday
201797GA01009,Slight,30,Saturday
201797GA01012,Slight,30,Friday
201797GA01108,Slight,30,Wednesday
201797GA01111,Slight,30,Tuesday
201797GA01202,Slight,30,Friday
201797GA01204,Slight,50,Sunday
201797GA01206,Slight,30,Thursday
201797GA01207,Slight,50,Saturday
201797GA01208,Slight,30,Friday
201797GA01212,Slight,30,Wednesday
201797GA01303,Slight,30,Wednesday
201797GA01306,Slight,30,Monday
201797GA01310,Slight,30,Tuesday
201797GA01401,Slight,50,Friday
201797GA01405,Slight,30,Thursday
201797GA01406,Serious,30,Tuesday
201797GA01407,Slight,30,Thursday
201797GA01408,Slight,30,Monday
201797GA01410,Slight,30,Friday
201797GA01411,Slight,30,Friday
201797GA01502,Slight,30,Saturday
201797GA01504,Fatal,30,Wednesday
201797GA01511,Slight,30,Saturday
201797GA01512,Slight,30,Monday
201797GA01602,Slight,30,Friday
201797GA01605,Slight,30,Friday
201797GA01606,Slight,30,Monday
201797GA01610,Slight,30,Sunday
201797GA01612,Slight,30,Monday
201797GA01701,Slight,30,Thursday
201797GA01706,Slight,40,Saturday
201797GA01708,Slight,40,Friday
201797GA01709,Slight,30,Monday
201797GA01805,Serious,30,Wednesday
201797GA01808,Slight,30,Sunday
201797GA01810,Slight,30,Friday
201797GA01901,Slight,30,Tuesday
201797GA01902,Slight,30,Saturday
201797GA01905,Slight,30,Wednesday
201797GA01909,Slight,30,Tuesday
201797GA01912,Slight,30,Wednesday
201797GA02001,Slight,30,Wednesday
201797GA02002,Slight,30,Friday
201797GA02003,Slight,30,Sunday
201797GA02006,Serious,30,Sunday
201797GA02008,Slight,30,Wednesday
201797GA02103,Slight,30,Tuesday
201797GA02104,Slight,40,Monday
201797GA02109,Slight,30,Thursday
201797GA02110,Slight,30,Sunday
201797GA02111,Slight,30,Saturday
201797GA02112,Slight,70,Friday
201797GA02201,Slight,20,Friday
201797GA02203,Slight,40,Friday
201797GA02208,Serious,30,Thursday
201797GA02210,Slight,30,Monday
201797GA02301,Slight,30,Monday
201797GA02303,Slight,30,Friday
201797GA02304,Slight,30,Tuesday
201797GA02305,Slight,30,Thursday
201797GA02308,Slight,30,Thursday
201797GA02309,Slight,30,Sunday
201797GA02312,Serious,30,Sunday
201797GA02404,Slight,30,Wednesday
201797GA02410,Slight,30,Tuesday
201797GA02411,Slight,60,Monday
201797GA02503,Slight,30,Sunday
201797GA02508,Serious,30,Saturday
201797GA02510,Slight,30,Monday
201797GA02511,Slight,30,Wednesday
201797GA02601,Slight,30,Sunday
201797GA02602,Slight,30,Tuesday
201797GA02603,Slight,30,Friday
201797GA02604,Slight,30,Friday
201797GA02608,Slight,30,Saturday
201797GA02611,Slight,30,Thursday
201797GA02701,Slight,30,Tuesday
201797GA02704,Slight,30,Friday
201797GA02710,Slight,30,Sunday
201797GA02808,Slight,30,Wednesday
201797GA02811,Slight,30,Monday
201797GA02912,Slight,30,Thursday
201797GA03008,Slight,50,Tuesday
201797GA03102,Slight,30,Thursday
201797GA03104,Slight,30,Sunday
201797GA03108,Slight,30,Friday
201797GA03109,Slight,30,Thursday
201797GA03110,Slight,30,Tuesday
201797GA03201,Serious,30,Thursday
201797GA03204,Slight,30,Thursday
