ACCIDENT_INDEX,ACCIDENT_SEVERITY,SPEED_LIMIT,DAY_OF_WEEK
201497BE00312,Serious,30,Saturday
201497BE00402,Slight,30,Wednesday
201497BE00404,Slight,30,Monday
201497BE00406,Slight,30,Saturday
201497BE00407,Slight,30,Wednesday
201497BE00412,Slight,30,Monday
201497BE00501,Serious,30,Friday
201497BE00504,Slight,30,Tuesday
201497BE00505,Serious,50,Thursday
201497BE00603,Slight,30,Saturday
201497BE00612,Slight,30,Wednesday
201497BE00701,Slight,30,Saturday
201497BE00703,Slight,30,Tuesday
201497BE00708,Serious,30,Saturday
201497BE00808,Slight,30,Tuesday
201497BE00906,Serious,30,Monday
201497BE00908,Slight,60,Wednesday
201497BE00910,Slight,50,Thursday
201497BE01002,Slight,30,Sunday
201497BE01003,Slight,30,Thursday
201497BE01101,Slight,30,Saturday
201497BE01107,Slight,30,Friday
201497BE01110,Slight,40,Saturday
201497BE01111,Slight,30,Tuesday
201497BE01207,Slight,30,Saturday
201497BE01211,Slight,50,Friday
201497BE01212,Slight,30,Tuesday
201497BE01306,Slight,30,Thursday
201497BE01401,Slight,60,Thursday
201497BE01402,Slight,30,Sunday
201497BE01406,Slight,30,Wednesday
201497BE01412,Slight,30,Tuesday
201497BE01506,Slight,30,Friday
201497BE01507,Slight,30,Thursday
201497BE01611,Slight,30,Tuesday
201497BE01612,Serious,30,Tuesday
201497BE01701,Slight,60,Wednesday
201497BE01702,Slight,30,Monday
201497BE01707,Slight,30,Friday
201497BE01711,Slight,30,Thursday
201497BE01803,Slight,30,Sunday
201497BE01806,Slight,30,Saturday
201497BE01809,Slight,60,Tuesday
201497BE01810,Slight,30,Tuesday
201497BE01812,Slight,30,Friday
201497BE01902,Slight,30,Monday
201497BE01905,Slight,30,Saturday
201497BE01906,Slight,30,Monday
201497BE01909,Slight,30,Monday
201497BE02101,Slight,30,Saturday
201497BE02103,Slight,30,Sunday
201497BE02107,Slight,30,Wednesday
201497BE02112,Slight,30,Saturday
201497BE02203,Slight,30,Tuesday
201497BE02207,Slight,30,Thursday
201497BE02209,Slight,30,Wednesday
201497BE02210,Slight,30,Thursday
201497BE02302,Slight,30,Friday
201497BE02310,Slight,30,Wednesday
201497BE02409,Slight,30,Friday
201497BE02503,Slight,30,Monday
201497BE02601,Serious,30,Friday
201497BE02611,Slight,50,Wednesday
201497BE02809,Slight,30,Thursday
201497BE02909,Slight,30,Friday
201497BE70101,Slight,30,Saturday
201497BE70105,Slight,30,Saturday
201497BE70106,Fatal,30,Wednesday
201497BE70108,Slight,30,Saturday
201497BE70109,Slight,30,Monday
201497BE70110,Slight,30,Friday
201497BE70111,Slight,30,Sunday
201497BE70208,Serious,30,Friday
201497BE70211,Fatal,30,Friday
201497BE70510,Slight,30,Friday
201497GA00109,Slight,30,Saturday
201497GA00202,Slight,30,Monday
201497GA00205,Slight,30,Friday
201497GA00206,Slight,30,Sunday
201497GA00212,Slight,70,Monday
201497GA00305,Slight,30,Friday
201497GA00412,Slight,30,Wednesday
201497GA00506,Slight,30,Tuesday
201497GA00605,Slight,30,Sunday
201497GA00612,Slight,30,Thursday
201497GA00701,Slight,30,Monday
201497GA00706,Slight,30,Wednesday
201497GA00710,Slight,30,Sunday
201497GA00811,Slight,30,Friday
201497GA00812,Slight,30,Thursday
201497GA00902,Slight,30,Saturday
201497GA00906,Serious,30,Thursday
201497GA00910,Slight,30,Wednesday
201497GA00911,Slight,30,Friday
201497GA01002,Slight,30,Monday
201497GA01009,Slight,30,Wednesday
201497GA01011,Slight,30,Saturday
201497GA01102,Slight,30,Tuesday
201497GA01110,Slight,30,Friday
201497GA01201,Slight,30,Monday
201497GA01204,Slight,70,Monday
201497GA01207,Serious,30,Thursday
201497GA01304,Slight,30,Friday
201497GA01305,Slight,30,Friday
201497GA01403,Slight,30,Tuesday
201497GA01410,Slight,30,Sunday
201497GA01505,Serious,30,Thursday
201497GA01604,Slight,30,Saturday
201497GA01709,Slight,30,Friday
201497GA01710,Slight,30,Saturday
201497GA01711,Slight,30,Tuesday
201497GA01806,Slight,30,Thursday
201497GA01808,Serious,30,Sunday
201497GA01901,Slight,30,Tuesday
201497GA01903,Slight,30,Saturday
201497GA01907,Slight,30,Sunday
201497GA01912,Slight,30,Wednesday
201497GA02009,Slight,30,Saturday
201497GA02012,Slight,30,Thursday
201497GA02111,Slight,30,Friday
201497GA02205,Slight,30,Friday
201497GA02211,Slight,30,Friday
201497GA02301,Slight,30,Wednesday
201497GA02310,Slight,30,Monday
201497GA02311,Slight,30,Friday
201497GA02402,Slight,30,Tuesday
201497GA02409,Slight,40,Monday
201497GA02410,Slight,70,Saturday
201497GA02412,Slight,30,Monday
201497GA02505,Slight,30,Saturday
201497GA02510,Slight,30,Sunday
201497GA02610,Serious,30,Monday
201497GA02612,Slight,30,Wednesday
201497GA02701,Slight,30,Friday
201497GA02702,Slight,30,Wednesday
201497GA02710,Slight,30,Monday
201497GA02804,Slight,30,Thursday
201497GA02807,Slight,30,Sunday
201497GA02902,Serious,30,Thursday
201497GA02904,Slight,30,Wednesday
201497GA02909,Serious,30,Friday
201497GA02912,Slight,30,Thursday
201497GA03004,Slight,30,Wednesday
201497GA03006,Slight,30,Sunday
201497GA03009,Slight,30,Wednesday
201497GA03106,Slight,30,Monday
201497GA03109,Slight,30,Wednesday
201497GA03111,Slight,30,Tuesday
201497GA03202,Serious,30,Friday
201497GA03210,Slight,30,Tuesday
201497GA03212,Slight,30,Sunday
201497GA03310,Serious,30,Tuesday
201497GA03311,Slight,30,Saturday
201497GA03407,Slight,30,Sunday
201497GA03409,Slight,30,Wednesday
201497GA03503,Slight,30,Saturday
201497GA03710,Serious,30,Saturday
201497GA03812,Slight,30,Sunday
201497GA03909,Slight,50,Wednesday
201497GA03911,Slight,30,Thursday
201497GA04011,Serious,30,Thursday
201497GA04012,Slight,30,Friday
201497GA04112,Slight,30,Saturday
201497GA04201,Slight,30,Thursday
201497GA04210,Slight,30,Wednesday
201497GA04212,Slight,30,Saturday
201497GA04301,Slight,30,Friday
201497GA04311,Slight,30,Saturday
201497GA04412,Slight,30,Saturday
201497GA04710,Slight,50,Tuesday
201497GA05012,Slight,30,Thursday
201497GA70101,Slight,50,Saturday
201497GA70102,Slight,30,Wednesday
201497GA70103,Slight,70,Saturday
201497GA70104,Slight,50,Thursday
201497GA70106,Slight,50,Monday
201497GA70107,Slight,30,Saturday
201497GA70108,Slight,30,Friday
201497GA70109,Slight,50,Monday
201497GA70112,Slight,30,Tuesday
201497GA70202,Slight,50,Sunday
201497GA70203,Slight,30,Monday
201497GA70205,Slight,30,Sunday
201497GA70207,Slight,50,Monday
201497GA70208,Slight,30,Tuesday
201497GA70302,Slight,30,Friday
201497GA70303,Serious,30,Tuesday
201497GA70306,Serious,30,Friday
201497GA70309,Slight,50,Tuesday
201497GA70310,Slight,50,Wednesday
201497GA70312,Slight,60,Monday
201497GA70402,Slight,30,Friday
201497GA70403,Slight,50,Thursday
201497GA70409,Slight,30,Friday
201497GA70410,Slight,50,Sunday
201497GA70411,Slight,50,Wednesday
201497GA70412,Slight,30,Wednesday
201497GA70502,Slight,30,Sunday
201497GA70503,Slight,50,Thursday
201497GA70508,Slight,50,Tuesday
201497GA70510,Slight,50,Tuesday
201497GA70511,Slight,70,Monday
201497GA70512,Slight,30,Friday
201497GA70601,Slight,50,Friday
201497GA70603,Slight,50,Friday
201497GA70605,Slight,30,Tuesday
201497GA70608,Slight,50,Monday
201497GA70611,Slight,30,Tuesday
201497GA70701,Slight,50,Monday
201497GA70704,Slight,30,Wednesday
201497GA70705,Slight,50,Friday
201497GA70710,Slight,30,Monday
201497GA70711,Slight,50,Thursday
201497GA70805,Slight,30,Thursday
201497GA70807,Slight,50,Wednesday
201497GA70907,Slight,50,Thursday
201497GA70909,Slight,30,Tuesday
201497GA70910,Serious,30,Tuesday
201497GA71008,Slight,50,Thursday
201497GA71010,Slight,70,Wednesday
201497GA71011,Slight,50,Thursday
201497GA71108,Serious,30,Tuesday
201497GB02301,Slight,40,Wednesday
201497GB20110,Slight,30,Wednesday
201497GB20112,Slight,30,Monday
201497GB20202,Serious,40,Monday
201497GB20210,Slight,30,Thursday
201497GB20304,Slight,40,Thursday
201497GB20402,Slight,30,Friday
201497GB20411,Slight,30,Tuesday
201497GB20505,Slight,30,Tuesday
201497GB20602,Slight,30,Monday
201497GB20605,Slight,30,Thursday
201497GB20607,Slight,30,Wednesday
201497GB20706,Slight,30,Monday
201497GB20707,Slight,30,Wednesday
201497GB20802,Slight,30,Wednesday
201497GB20803,Slight,30,Friday
201497GB20804,Slight,30,Tuesday
201497GB20810,Slight,30,Friday
201497GB20811,Slight,30,Saturday
201497GB20903,Slight,30,Tuesday
201497GB21003,Serious,30,Tuesday
201497GB21107,Slight,30,Monday
201497GB21108,Slight,30,Saturday
201497GB21203,Slight,30,Tuesday
201497GB21207,Slight,30,Thursday
201497GB21208,Slight,30,Sunday
201497GB21305,Slight,30,Sunday
201497GB21312,Slight,30,Wednesday
201497GB21401,Serious,30,Monday
201497GB21409,Slight,30,Saturday
201497GB21410,Slight,20,Monday
201497GB21412,Slight,30,Thursday
201497GB21502,Slight,30,Tuesday
201497GB21510,Slight,30,Thursday
201497GB21607,Slight,30,Wednesday
201497GB21610,Slight,30,Saturday
201497GB21708,Slight,30,Friday
201497GB21709,Serious,30,Tuesday
201497GB21801,Slight,40,Sunday
201497GB21802,Slight,30,Friday
201497GB21803,Slight,30,Wednesday
201497GB21804,Slight,30,Saturday
201497GB21806,Slight,30,Tuesday
201497GB21808,Slight,60,Friday
201497GB21809,Slight,30,Wednesday
201497GB21811,Slight,30,Thursday
201497GB21907,Slight,30,Thursday
201497GB21910,Slight,30,Wednesday
201497GB21912,Slight,40,Friday
201497GB22011,Slight,20,Thursday
201497GB22104,Slight,30,Wednesday
201497GB22105,Serious,30,Thursday
201497GB22205,Slight,30,Sunday
201497GB22305,Serious,60,Thursday
201497GB22306,Slight,30,Monday
201497GB22310,Slight,30,Friday
201497GB22311,Slight,30,Monday
201497GB22401,Slight,30,Thursday
201497GB22404,Serious,30,Monday
201497GB22405,Slight,30,Tuesday
201497GB22410,Slight,30,Friday
201497GB22504,Slight,30,Tuesday
201497GB22605,Slight,30,Thursday
201497GB22609,Slight,30,Monday
201497GB22611,Slight,30,Friday
201497GB22801,Slight,20,Friday
201497GB22905,Slight,30,Friday
201497GB22909,Serious,30,Friday
201497GB23009,Slight,30,Saturday
201497GB70102,Fatal,30,Thursday
201497GB70103,Slight,30,Thursday
201497GB70109,Slight,30,Wednesday
201497GB70110,Slight,50,Wednesday
201497GB70111,Slight,30,Wednesday
201497GB70112,Slight,30,Thursday
201497GB70201,Slight,60,Friday
201497GB70210,Slight,30,Thursday
201497GB70301,Fatal,30,Saturday
201497GB70311,Slight,30,Wednesday
201497GB70401,Slight,30,Sunday
201497GD00107,Slight,30,Tuesday
201497GD00108,Serious,30,Monday
201497GD00112,Slight,30,Monday
201497GD00201,Serious,30,Wednesday
201497GD00210,Slight,30,Friday
201497GD00306,Slight,30,Thursday
201497GD00308,Serious,30,Thursday
201497GD00404,Slight,30,Thursday
201497GD00405,Slight,30,Monday
201497GD00408,Slight,30,Friday
201497GD00511,Slight,30,Thursday
201497GD00604,Slight,30,Thursday
201497GD00705,Slight,30,Friday
201497GD00801,Slight,30,Tuesday
201497GD00802,Slight,30,Tuesday
201497GD00805,Slight,20,Saturday
201497GD00809,Serious,30,Thursday
201497GD01006,Slight,30,Tuesday
201497GD01102,Slight,30,Wednesday
201497GD01103,Serious,30,Thursday
201497GD01110,Slight,30,Tuesday
201497GD01112,Slight,30,Monday
201497GD01201,Slight,30,Saturday
201497GD01202,Slight,30,Wednesday
201497GD01207,Slight,30,Saturday
201497GD01212,Slight,30,Tuesday
201497GD01301,Serious,30,Wednesday
201497GD01303,Slight,30,Monday
201497GD01304,Slight,30,Saturday
201497GD01310,Slight,30,Friday
201497GD01311,Slight,30,Thursday
201497GD01406,Slight,30,Monday
201497GD01407,Slight,30,Wednesday
201497GD01409,Slight,30,Friday
201497GD01411,Slight,30,Thursday
201497GD01506,Slight,30,Tuesday
201497GD01603,Slight,30,Saturday
201497GD01608,Slight,30,Saturday
201497GD01609,Slight,30,Tuesday
201497GD01611,Slight,30,Monday
201497GD01711,Slight,30,Thursday
201497GD01809,Slight,30,Friday
201497GD01901,Slight,30,Tuesday
201497GD01906,Serious,30,Thursday
201497GD01911,Slight,30,Thursday
201497GD02102,Slight,30,Friday
201497GD02110,Slight,30,Monday
201497GD02201,Slight,30,Friday
201497GD02202,Slight,30,Sunday
201497GD02210,Slight,30,Tuesday
201497GD02412,Slight,30,Thursday
201497GD02806,Serious,30,Thursday
201497GD02911,Serious,30,Friday
201497GD70101,Serious,30,Monday
201497GD70110,Fatal,30,Saturday
201497GD70111,Serious,30,Sunday
201497GD70201,Serious,30,Sunday
201497GD70206,Slight,30,Thursday
201497GD70211,Fatal,30,Friday
201497GE00101,Slight,30,Friday
201497GE00102,Slight,30,Saturday
201497GE00104,Slight,30,Thursday
201497GE00108,Slight,30,Friday
201497GE00109,Slight,30,Monday
201497GE00111,Slight,30,Saturday
201497GE00201,Slight,30,Tuesday
201497GE00203,Slight,30,Sunday
201497GE00208,Slight,30,Sunday
201497GE00211,Slight,30,Monday
201497GE00301,Slight,30,Thursday
201497GE00304,Slight,30,Monday
201497GE00310,Slight,30,Thursday
201497GE00401,Slight,30,Thursday
201497GE00410,Slight,30,Saturday
201497GE00411,Slight,30,Tuesday
201497GE00502,Slight,30,Tuesday
201497GE00512,Slight,30,Tuesday
201497GE00602,Serious,30,Tuesday
201497GE00701,Slight,30,Wednesday
201497GE00707,Slight,30,Wednesday
201497GE00709,Slight,30,Sunday
201497GE00710,Slight,30,Tuesday
201497GE00803,Slight,30,Friday
201497GE00809,Slight,30,Monday
201497GE00910,Slight,30,Wednesday
201497GE01001,Slight,30,Friday
201497GE01004,Slight,30,Thursday
201497GE01011,Slight,30,Friday
201497GE01105,Slight,30,Friday
201497GE01108,Slight,30,Sunday
201497GE01109,Slight,30,Sunday
201497GE01112,Slight,30,Monday
201497GE01209,Slight,30,Sunday
201497GE01210,Slight,30,Friday
201497GE01212,Slight,30,Monday
201497GE01301,Slight,30,Friday
201497GE01304,Slight,30,Wednesday
201497GE01309,Slight,30,Sunday
201497GE01310,Slight,30,Saturday
201497GE01312,Slight,30,Friday
201497GE01404,Slight,30,Friday
201497GE01406,Slight,30,Monday
201497GE01411,Slight,30,Tuesday
201497GE01605,Slight,30,Wednesday
201497GE01610,Serious,30,Monday
201497GE01612,Slight,30,Friday
201497GE01703,Slight,30,Wednesday
201497GE01708,Slight,30,Tuesday
201497GE01712,Slight,30,Saturday
201497GE01801,Slight,30,Wednesday
201497GE01809,Slight,30,Thursday
201497GE01903,Slight,30,Friday
201497GE01904,Serious,30,Friday
201497GE01906,Slight,30,Thursday
201497GE01912,Serious,30,Monday
201497GE02006,Slight,30,Friday
201497GE02009,Slight,30,Monday
201497GE02101,Slight,30,Thursday
201497GE02105,Serious,30,Friday
201497GE02108,Slight,30,Thursday
201497GE02207,Slight,30,Tuesday
201497GE02210,Slight,30,Saturday
201497GE02212,Slight,30,Wednesday
201497GE02307,Slight,30,Friday
201497GE02308,Slight,30,Monday
201497GE02405,Slight,30,Sunday
201497GE02408,Slight,30,Monday
201497GE02503,Slight,30,Saturday
201497GE02606,Slight,30,Friday
201497GE02611,Slight,30,Tuesday
201497GE02705,Slight,30,Friday
201497GE02708,Slight,30,Tuesday
201497GE02808,Slight,30,Wednesday
201497GE02908,Slight,30,Thursday
201497GE02911,Slight,30,Friday
201497GE03006,Slight,30,Saturday
201497GE03108,Slight,30,Friday
201497GE03202,Slight,30,Tuesday
201497GE03306,Slight,30,Friday
201497GE03308,Serious,30,Monday
201497GE03310,Slight,30,Thursday
201497GE03411,Serious,30,Tuesday
201497GE03507,Slight,30,Wednesday
201497GE03611,Slight,30,Saturday
201497GE03808,Serious,30,Thursday
201497GE04208,Slight,30,Saturday
201497GE04408,Slight,30,Sunday
201497GE04708,Slight,30,Thursday
201497GE70103,Fatal,30,Sunday
201497GE70106,Slight,30,Sunday
201497GE70107,Slight,30,Thursday
201497GE70202,Slight,30,Wednesday
201497GE70203,Slight,50,Friday
201497GE70204,Slight,30,Friday
201497GE70210,Serious,30,Friday
201497GE70212,Slight,30,Monday
201497GE70302,Slight,50,Wednesday
201497GE70303,Serious,30,Monday
201497GE70304,Slight,30,Friday
201497GE70305,Slight,30,Wednesday
201497GE70310,Serious,30,Monday
201497GE70403,Slight,30,Monday
201497GE70409,Slight,30,Sunday
201497GE70410,Slight,30,Tuesday
201497GE70510,Fatal,30,Thursday
201497NA00708,Slight,60,Friday
201497NC00611,Slight,30,Thursday
201497QD02703,Slight,60,Wednesday
201597AB00101,Slight,30,Saturday
201597AB00103,Slight,30,Sunday
201597AB00104,Slight,30,Friday
201597AB00105,Slight,30,Sunday
201597AB00106,Slight,30,Tuesday
201597AB00202,Slight,30,Wednesday
201597AB00204,Slight,50,Friday
201597AB00208,Slight,30,Friday
201597AB00209,Slight,30,Tuesday
201597AB00211,Slight,30,Sunday
201597AB00304,Slight,30,Friday
201597AB00312,Serious,30,Thursday
201597AB00402,Slight,30,Thursday
201597AB00407,Slight,30,Wednesday
201597AB00412,Serious,30,Thursday
201597AB00504,Slight,30,Saturday
201597AB00510,Slight,30,Monday
201597AB00605,Slight,30,Wednesday
201597AB00606,Slight,30,Monday
201597AB00611,Serious,30,Friday
201597AB00612,Slight,30,Friday
201597AB00811,Slight,30,Saturday
201597AB00902,Slight,30,Saturday
201597AB00904,Slight,30,Wednesday
201597AB00906,Slight,30,Saturday
201597AB00907,Slight,30,Tuesday
201597AB00909,Slight,30,Friday
201597AB00910,Slight,30,Monday
201597AB01001,Slight,30,Saturday
201597AB01004,Slight,30,Wednesday
201597AB01008,Serious,30,Thursday
201597AB01102,Slight,30,Sunday
201597AB01105,Slight,30,Tuesday
201597AB01109,Slight,30,Saturday
201597AB01110,Serious,30,Tuesday
201597AB01112,Slight,30,Saturday
201597AB01206,Slight,30,Sunday
201597AB01210,Slight,30,Thursday
201597AB01211,Slight,30,Sunday
201597AB01212,Slight,70,Sunday
201597AB01301,Slight,30,Saturday
201597AB01302,Slight,30,Tuesday
201597AB01304,Serious,30,Friday
201597AB01407,Serious,30,Sunday
201597AB01412,Slight,30,Sunday
201597AB01507,Slight,30,Monday
201597AB01605,Slight,30,Friday
201597AB01701,Slight,30,Tuesday
201597AB01704,Slight,30,Friday
201597AB01706,Slight,30,Saturday
201597AB01711,Serious,30,Thursday
201597AB01808,Slight,30,Saturday
201597AB01906,Slight,30,Sunday
201597AB01907,Slight,30,Thursday
201597AB02109,Slight,30,Sunday
201597AB02110,Slight,30,Wednesday
201597AB02205,Slight,30,Saturday
201597AB02306,Slight,30,Tuesday
201597AB02310,Slight,30,Saturday
201597AB02311,Slight,30,Saturday
201597AB02404,Slight,30,Tuesday
201597AB02412,Slight,30,Thursday
201597AB02501,Serious,30,Tuesday
201597AB02502,Slight,30,Saturday
201597AB02503,Slight,30,Friday
201597AB02509,Slight,30,Wednesday
201597AB02602,Slight,30,Thursday
201597AB02603,Slight,60,Monday
201597AB02610,Slight,30,Thursday
201597AB02612,Slight,30,Saturday
201597AB02708,Slight,30,Saturday
201597AB02711,Serious,30,Tuesday
201597AB02712,Slight,30,Saturday
201597AB02810,Slight,30,Friday
201597AB02812,Slight,30,Sunday
201597AB02908,Slight,30,Saturday
201597AB03001,Slight,30,Friday
201597AB03011,Slight,30,Tuesday
201597AB03103,Slight,50,Saturday
201597AB03108,Serious,30,Wednesday
201597AB03111,Slight,50,Thursday
201597AB03112,Slight,30,Saturday
201597AB03212,Slight,30,Sunday
201597AB03303,Serious,30,Tuesday
201597AB03510,Slight,30,Monday
201597AB03511,Slight,30,Friday
201597AB03603,Slight,30,Tuesday
201597AB03610,Slight,30,Tuesday
201597AB03807,Slight,30,Monday
201597AB03809,Serious,30,Saturday
201597AB03909,Slight,30,Saturday
201597AB03910,Slight,30,Thursday
201597AB03912,Slight,30,Monday
201597AB04004,Slight,30,Thursday
201597AB04011,Slight,30,Wednesday
201597AB04109,Slight,30,Monday
201597AB04210,Slight,50,Thursday
201597AB04711,Slight,30,Saturday
201597AB05111,Slight,30,Tuesday
201597AB05212,Serious,30,Wednesday
201597AB05912,Serious,30,Wednesday
201597AB70104,Serious,30,Wednesday
201597AB70106,Slight,50,Thursday
201597AB70107,Serious,50,Monday
201597AB70108,Fatal,30,Saturday
201597AB70109,Slight,30,Thursday
201597AB70110,Slight,30,Thursday
201597AB70112,Serious,30,Thursday
201597AB70205,Slight,30,Tuesday
201597AB70206,Slight,30,Friday
201597AB70207,Slight,50,Monday
201597AB70210,Slight,50,Sunday
201597AB70307,Slight,50,Saturday
201597AB70308,Slight,70,Thursday
201597AB70311,Slight,50,Monday
201597AB70312,Slight,50,Thursday
201597AB70405,Fatal,30,Friday
201597AB70407,Slight,50,Monday
201597AB70408,Slight,50,Friday
201597AB70410,Serious,30,Monday
201597AB70411,Serious,30,Saturday
201597AB70508,Slight,50,Friday
201597AB70510,Slight,50,Wednesday
201597AB70608,Slight,50,Saturday
201597AB70611,Serious,30,Friday
201597AB70708,Slight,50,Monday
201597AB70808,Slight,30,Saturday
201597AB70811,Slight,50,Friday
201597AB70911,Slight,50,Wednesday
201597AC00101,Slight,30,Thursday
201597AC00107,Slight,30,Wednesday
201597AC00108,Slight,50,Saturday
201597AC00203,Serious,30,Sunday
201597AC00204,Slight,30,Monday
201597AC00307,Slight,30,Thursday
201597AC00311,Slight,30,Thursday
201597AC00404,Slight,30,Tuesday
201597AC00405,Slight,30,Sunday
201597AC00408,Slight,30,Tuesday
201597AC00410,Slight,30,Wednesday
201597AC00412,Slight,30,Wednesday
201597AC00501,Slight,30,Friday
201597AC00503,Slight,30,Thursday
201597AC00507,Slight,70,Monday
201597AC00508,Slight,30,Tuesday
201597AC00511,Slight,30,Friday
201597AC00610,Slight,30,Sunday
201597AC00701,Slight,30,Wednesday
201597AC00708,Slight,30,Tuesday
201597AC00711,Slight,30,Sunday
201597AC00712,Slight,30,Monday
201597AC00801,Slight,30,Monday
201597AC00809,Slight,30,Sunday
201597AC00903,Slight,30,Sunday
201597AC00907,Slight,30,Friday
